Date,Open,High,Low,Close,Adj Close,Volume
2020-11-30,370.7900085449219,372.44000244140625,363.3900146484375,365.0,365.0,1608400
2020-12-01,368.4700012207031,373.2900085449219,364.8699951171875,364.989990234375,364.989990234375,1300800
2020-12-02,364.989990234375,365.989990234375,360.010009765625,361.3599853515625,361.3599853515625,2520000
2020-12-03,362.1199951171875,369.5,360.9599914550781,362.0299987792969,362.0299987792969,1758400
2020-12-04,363.1199951171875,367.7300109863281,362.1099853515625,366.6099853515625,366.6099853515625,1222600
2020-12-07,366.8999938964844,366.8999938964844,360.5400085449219,362.1300048828125,362.1300048828125,1390500
2020-12-08,360.9800109863281,363.1700134277344,358.8399963378906,359.2300109863281,359.2300109863281,1783600
2020-12-09,359.8500061035156,362.5899963378906,356.95001220703125,361.3500061035156,361.3500061035156,1522200
2020-12-10,359.5199890136719,364.2200012207031,355.20001220703125,355.3900146484375,355.3900146484375,1378700
2020-12-11,354.54998779296875,363.1199951171875,354.19000244140625,361.7099914550781,361.7099914550781,1409800
2020-12-14,363.5,365.6199951171875,357.44000244140625,357.6600036621094,357.6600036621094,1370500
2020-12-15,358.7300109863281,359.8900146484375,355.45001220703125,357.57000732421875,357.57000732421875,1521000
2020-12-16,357.25,357.8999938964844,353.6499938964844,354.57000732421875,354.57000732421875,1986200
2020-12-17,355.92999267578125,357.6600036621094,351.8800048828125,352.6000061035156,352.6000061035156,1658100
2020-12-18,352.0400085449219,356.7900085449219,350.010009765625,356.0299987792969,356.0299987792969,4342000
