Date,Open,High,Low,Close,Adj Close,Volume
2020-11-30,276.0299987792969,277.70001220703125,271.010009765625,276.9700012207031,276.9700012207031,16693300
2020-12-01,279.1600036621094,289.29998779296875,278.9599914550781,286.54998779296875,286.54998779296875,20777900
2020-12-02,285.3599853515625,291.7799987792969,280.8299865722656,287.5199890136719,287.5199890136719,17361600
2020-12-03,286.25,286.6499938964844,281.07000732421875,281.8500061035156,281.8500061035156,12921700
2020-12-04,280.29998779296875,283.4599914550781,279.29998779296875,279.70001220703125,279.70001220703125,10880300
2020-12-07,279.19000244140625,288.489990234375,278.20001220703125,285.5799865722656,285.5799865722656,13007700
2020-12-08,286.010009765625,286.42999267578125,281.54998779296875,283.3999938964844,283.3999938964844,10747700
2020-12-09,283.6600036621094,287.6300048828125,271.75,277.9200134277344,277.9200134277344,25189700
2020-12-10,275.5400085449219,278.7300109863281,271.8599853515625,277.1199951171875,277.1199951171875,20065100
2020-12-11,274.5299987792969,276.4800109863281,270.25,273.54998779296875,273.54998779296875,14391400
2020-12-14,273.3699951171875,277.2200012207031,271.55999755859375,274.19000244140625,274.19000244140625,16376900
2020-12-15,274.8299865722656,276.0799865722656,267.4700012207031,275.54998779296875,275.54998779296875,23979500
2020-12-16,274.760009765625,277.8599853515625,272.510009765625,275.6700134277344,275.6700134277344,15885000
2020-12-17,277.07000732421875,280.44000244140625,273.6099853515625,274.4800109863281,274.4800109863281,16377800
2020-12-18,275.7699890136719,278.0,271.1400146484375,276.3999938964844,276.3999938964844,26693200
