Date,Open,High,Low,Close,Adj Close,Volume
2020-11-30,42.439998626708984,43.04999923706055,42.40999984741211,43.02000045776367,42.67391586303711,34741600
2020-12-01,43.0099983215332,44.06999969482422,43.0099983215332,43.540000915527344,43.189735412597656,23948800
2020-12-02,43.38999938964844,43.959999084472656,43.349998474121094,43.88999938964844,43.53691482543945,17422200
2020-12-03,43.779998779296875,44.13999938964844,43.599998474121094,44.11000061035156,43.755149841308594,27710700
2020-12-04,43.88999938964844,44.5099983215332,43.88999938964844,44.380001068115234,44.02297592163086,17319800
2020-12-07,44.290000915527344,44.4900016784668,43.90999984741211,44.349998474121094,43.99321365356445,14086800
2020-12-08,44.209999084472656,44.529998779296875,43.93000030517578,44.369998931884766,44.01305389404297,13348500
2020-12-09,44.470001220703125,44.83000183105469,44.36000061035156,44.689998626708984,44.33047866821289,22679800
2020-12-10,44.540000915527344,44.61000061035156,44.11000061035156,44.31999969482422,43.96345901489258,17741500
2020-12-11,43.939998626708984,44.33000183105469,43.720001220703125,44.31999969482422,43.96345901489258,14577700
2020-12-14,44.27000045776367,44.90999984741211,44.150001525878906,44.2400016784668,43.88410186767578,16112300
2020-12-15,44.38999938964844,44.79999923706055,44.13999938964844,44.720001220703125,44.3602409362793,18165300
2020-12-16,44.70000076293945,45.13999938964844,44.529998779296875,44.720001220703125,44.3602409362793,16192000
2020-12-17,44.90999984741211,44.93000030517578,44.599998474121094,44.81999969482422,44.459434509277344,16141600
2020-12-18,44.900001525878906,45.56999969482422,44.77000045776367,45.439998626708984,45.07444763183594,41027000
