Date,Open,High,Low,Close,Adj Close,Volume
2020-11-30,231.19000244140625,233.0399932861328,225.52999877929688,227.3300018310547,225.77999877929688,1072000
2020-12-01,231.08999633789062,233.8000030517578,228.8699951171875,230.7100067138672,230.7100067138672,271300
2020-12-02,229.69000244140625,232.72999572753906,228.64999389648438,232.38999938964844,232.38999938964844,210600
2020-12-03,231.8800048828125,234.0800018310547,231.2899932861328,232.57000732421875,232.57000732421875,202400
2020-12-04,233.13999938964844,236.08999633789062,233.13999938964844,234.63999938964844,234.63999938964844,263500
2020-12-07,232.42999267578125,232.49000549316406,229.22000122070312,230.32000732421875,230.32000732421875,230400
2020-12-08,232.8800048828125,235.3000030517578,230.60000610351562,234.74000549316406,234.74000549316406,293500
2020-12-09,235.5399932861328,236.75,231.85000610351562,236.0,236.0,251300
2020-12-10,234.13999938964844,237.07000732421875,233.32000732421875,235.82000732421875,235.82000732421875,229500
2020-12-11,233.5500030517578,237.19000244140625,231.60000610351562,231.6199951171875,231.6199951171875,196300
2020-12-14,234.0800018310547,235.39999389648438,229.14999389648438,229.6999969482422,229.6999969482422,247200
2020-12-15,230.72000122070312,234.11000061035156,228.77999877929688,233.27000427246094,233.27000427246094,204700
2020-12-16,233.72999572753906,235.88999938964844,232.25,233.3699951171875,233.3699951171875,242700
2020-12-17,233.52000427246094,235.9600067138672,232.83999633789062,235.16000366210938,235.16000366210938,291100
2020-12-18,235.16000366210938,236.88999938964844,230.63999938964844,232.52999877929688,232.52999877929688,466000
