Date,Open,High,Low,Close,Adj Close,Volume
2020-11-30,400.4800109863281,411.20001220703125,400.4800109863281,409.4200134277344,409.4200134277344,672600
2020-12-01,414.3500061035156,417.04998779296875,408.8900146484375,414.5,414.5,472200
2020-12-02,414.0799865722656,418.3699951171875,412.489990234375,416.1600036621094,416.1600036621094,309200
2020-12-03,416.20001220703125,422.25,415.3599853515625,419.29998779296875,419.29998779296875,282400
2020-12-04,419.29998779296875,428.489990234375,419.29998779296875,421.7099914550781,421.7099914550781,660500
2020-12-07,423.42999267578125,427.8999938964844,420.0,422.82000732421875,422.82000732421875,440500
2020-12-08,423.54998779296875,429.7699890136719,421.8699951171875,426.3999938964844,426.3999938964844,341500
2020-12-09,424.92999267578125,426.5899963378906,411.70001220703125,414.6199951171875,414.6199951171875,428900
2020-12-10,414.260009765625,423.07000732421875,411.42999267578125,422.6000061035156,422.6000061035156,342300
2020-12-11,420.92999267578125,422.2799987792969,415.70001220703125,419.4700012207031,419.4700012207031,227900
2020-12-14,419.92999267578125,430.7900085449219,419.92999267578125,423.8999938964844,423.8999938964844,335000
2020-12-15,428.19000244140625,431.9599914550781,423.8999938964844,424.0,424.0,365900
2020-12-16,426.5299987792969,430.1499938964844,422.510009765625,429.8399963378906,429.8399963378906,351600
2020-12-17,432.8999938964844,438.57000732421875,430.30999755859375,436.7799987792969,436.7799987792969,418700
2020-12-18,437.1499938964844,444.0299987792969,435.2200012207031,443.05999755859375,443.05999755859375,771800
