Date,Open,High,Low,Close,Adj Close,Volume
2020-11-30,48.529998779296875,49.529998779296875,48.310001373291016,49.45000076293945,49.04999923706055,6174000
2020-12-01,49.5099983215332,49.599998474121094,48.41999816894531,48.52000045776367,48.52000045776367,3425700
2020-12-02,48.310001373291016,48.68000030517578,47.40999984741211,47.58000183105469,47.58000183105469,2338700
2020-12-03,47.470001220703125,48.0099983215332,47.22999954223633,47.369998931884766,47.369998931884766,3001800
2020-12-04,47.58000183105469,48.459999084472656,47.529998779296875,48.04999923706055,48.04999923706055,3388600
2020-12-07,48.0,49.0,47.720001220703125,48.68000030517578,48.68000030517578,3332600
2020-12-08,48.369998931884766,49.349998474121094,48.15999984741211,49.099998474121094,49.099998474121094,2884800
2020-12-09,49.029998779296875,49.849998474121094,49.02000045776367,49.630001068115234,49.630001068115234,3189000
2020-12-10,49.27000045776367,49.540000915527344,48.33000183105469,48.38999938964844,48.38999938964844,2538000
2020-12-11,48.29999923706055,49.58000183105469,47.599998474121094,49.209999084472656,49.209999084472656,2813500
2020-12-14,49.349998474121094,49.86000061035156,49.189998626708984,49.220001220703125,49.220001220703125,2502200
2020-12-15,49.41999816894531,50.18000030517578,49.279998779296875,49.83000183105469,49.83000183105469,2608300
2020-12-16,48.90999984741211,49.63999938964844,48.72999954223633,49.470001220703125,49.470001220703125,2859700
2020-12-17,49.650001525878906,49.7400016784668,49.29999923706055,49.56999969482422,49.56999969482422,2752400
2020-12-18,49.689998626708984,49.81999969482422,48.81999969482422,49.34000015258789,49.34000015258789,5757000
