Date,Open,High,Low,Close,Adj Close,Volume
2020-11-30,28.670000076293945,29.059999465942383,28.25,29.040000915527344,28.869117736816406,6034700
2020-12-01,29.309999465942383,29.5,28.989999771118164,29.270000457763672,29.097763061523438,3523400
2020-12-02,29.1200008392334,29.1200008392334,28.549999237060547,28.889999389648438,28.719999313354492,2554000
2020-12-03,28.84000015258789,29.780000686645508,28.809999465942383,29.489999771118164,29.489999771118164,5563600
2020-12-04,30.0,31.049999237060547,29.920000076293945,30.719999313354492,30.719999313354492,7325900
2020-12-07,30.719999313354492,30.719999313354492,29.829999923706055,30.229999542236328,30.229999542236328,3579600
2020-12-08,30.049999237060547,31.020000457763672,29.889999389648438,30.799999237060547,30.799999237060547,4664900
2020-12-09,31.06999969482422,31.790000915527344,30.920000076293945,31.709999084472656,31.709999084472656,7236200
2020-12-10,31.540000915527344,31.760000228881836,31.190000534057617,31.75,31.75,5125500
2020-12-11,31.399999618530273,32.060001373291016,31.25,32.0,32.0,4051200
2020-12-14,32.27000045776367,33.0,32.13999938964844,32.36000061035156,32.36000061035156,4789900
2020-12-15,32.470001220703125,33.560001373291016,32.470001220703125,33.560001373291016,33.560001373291016,5407900
2020-12-16,33.66999816894531,33.97999954223633,33.45000076293945,33.900001525878906,33.900001525878906,4375700
2020-12-17,34.0,34.709999084472656,33.95000076293945,34.459999084472656,34.459999084472656,5326300
2020-12-18,34.38999938964844,34.5,33.5,33.7400016784668,33.7400016784668,7757000
