Date,Open,High,Low,Close,Adj Close,Volume
2020-11-30,87.23999786376953,87.9000015258789,86.37000274658203,87.05999755859375,86.35862731933594,2093100
2020-12-01,87.94999694824219,88.87999725341797,87.26000213623047,87.27999877929688,86.57685852050781,1420000
2020-12-02,87.0,88.0,86.5199966430664,87.1500015258789,86.44790649414062,1260800
2020-12-03,87.08999633789062,87.55000305175781,86.08000183105469,86.25,85.5551528930664,2070300
2020-12-04,86.33000183105469,87.38999938964844,85.69999694824219,86.69999694824219,86.00152587890625,2042700
2020-12-07,86.41000366210938,86.80999755859375,85.75,86.30999755859375,85.61466979980469,1571900
2020-12-08,86.16000366210938,86.86000061035156,86.11000061035156,86.41000366210938,85.7138671875,885200
2020-12-09,86.41000366210938,87.58999633789062,86.11000061035156,87.37999725341797,86.6760482788086,1717600
2020-12-10,86.73999786376953,87.13999938964844,85.51000213623047,85.75,85.0591812133789,1035800
2020-12-11,84.91999816894531,85.93000030517578,84.68000030517578,85.45999908447266,84.77152252197266,1131800
2020-12-14,85.66999816894531,86.43000030517578,84.37999725341797,84.45999908447266,83.77957916259766,1089400
2020-12-15,86.16000366210938,87.5199966430664,85.63999938964844,87.29000091552734,86.58677673339844,1750400
2020-12-16,86.91999816894531,87.58000183105469,86.5999984741211,86.88999938964844,86.19000244140625,1412700
2020-12-17,86.4800033569336,86.87000274658203,85.16000366210938,85.7699966430664,85.7699966430664,1704300
2020-12-18,86.2699966430664,86.56999969482422,85.0,86.01000213623047,86.01000213623047,3717700
