Date,Open,High,Low,Close,Adj Close,Volume
2020-11-30,67.61000061035156,67.97000122070312,67.01000213623047,67.36000061035156,66.91704559326172,6760400
2020-12-01,67.62000274658203,69.18000030517578,67.5999984741211,68.41000366210938,67.96014404296875,3937400
2020-12-02,68.18000030517578,68.86000061035156,67.33000183105469,68.68000030517578,68.22836303710938,3627000
2020-12-03,68.30999755859375,68.58000183105469,67.0199966430664,67.30999755859375,66.86737060546875,2216500
2020-12-04,67.16999816894531,67.54000091552734,65.41000366210938,65.75,65.31763458251953,2265500
2020-12-07,65.77999877929688,66.86000061035156,65.61000061035156,66.61000061035156,66.1719741821289,2167000
2020-12-08,66.26000213623047,66.69000244140625,65.79000091552734,66.04000091552734,65.60572814941406,1967000
2020-12-09,66.01000213623047,66.26000213623047,65.08999633789062,65.55999755859375,65.12887573242188,2076400
2020-12-10,65.70999908447266,65.88999938964844,64.8499984741211,65.18000030517578,64.75138092041016,2045200
2020-12-11,64.83000183105469,65.2300033569336,64.44000244140625,65.0,64.57256317138672,2213000
2020-12-14,65.25,66.44999694824219,65.0199966430664,65.04000091552734,64.6123046875,2355600
2020-12-15,65.47000122070312,66.36000061035156,64.79000091552734,66.0199966430664,65.58585357666016,1978500
2020-12-16,66.16999816894531,66.9000015258789,65.4800033569336,65.58999633789062,65.15868377685547,1991600
2020-12-17,66.0,67.44999694824219,65.83000183105469,67.01000213623047,66.56935119628906,2959800
2020-12-18,67.30999755859375,67.51000213623047,65.88999938964844,66.0999984741211,65.66532897949219,5993500
