Date,Open,High,Low,Close,Adj Close,Volume
2020-11-30,219.50999450683594,224.80999755859375,219.00999450683594,224.6300048828125,224.4467010498047,3319500
2020-12-01,226.00999450683594,228.0,223.0,225.0,224.81639099121094,3879600
2020-12-02,225.10000610351562,226.02000427246094,223.24000549316406,224.8000030517578,224.61656188964844,2126500
2020-12-03,224.6199951171875,226.2100067138672,222.4499969482422,223.33999633789062,223.15774536132812,3198000
2020-12-04,222.25999450683594,224.69000244140625,219.82000732421875,224.42999267578125,224.24684143066406,2521100
2020-12-07,225.41000366210938,228.0,225.02999877929688,226.14999389648438,225.96543884277344,1845500
2020-12-08,225.3000030517578,226.88999938964844,223.25,223.5,223.31761169433594,2032300
2020-12-09,223.52000427246094,224.30999755859375,221.02000427246094,222.83999633789062,222.65814208984375,2500200
2020-12-10,223.00999450683594,226.3000030517578,221.94000244140625,223.2100067138672,223.02786254882812,3264500
2020-12-11,223.67999267578125,226.0500030517578,221.42999267578125,223.75,223.56741333007812,1468400
2020-12-14,223.72000122070312,225.61000061035156,220.91000366210938,221.10000610351562,220.91957092285156,1925000
2020-12-15,221.8699951171875,224.72000122070312,220.8300018310547,223.1699981689453,222.98788452148438,2093000
2020-12-16,222.83999633789062,223.58999633789062,220.5500030517578,221.89999389648438,221.7189178466797,1781900
2020-12-17,222.8300018310547,225.10000610351562,222.44000244140625,224.49000549316406,224.3068084716797,1613300
2020-12-18,224.63999938964844,227.41000366210938,222.10000610351562,226.11000061035156,225.9254913330078,4221400
